roundedMaxTS,roundedMaxDate,site,sold,soldAccum,unsold,inventory
1662519600000,“2022-09-06T23:00:00-04:00”,vividseats,6,1077,1787,2864
1662523200000,“2022-09-07T00:00:00-04:00”,stubhub,9,886,2427,3313
1662523200000,“2022-09-07T00:00:00-04:00”,seatgeek,3,1195,1822,3017
1662523200000,“2022-09-07T00:00:00-04:00”,vividseats,4,1081,1783,2864
1662526800000,“2022-09-07T01:00:00-04:00”,stubhub,2,888,2425,3313
1662526800000,“2022-09-07T01:00:00-04:00”,seatgeek,1,1196,1821,3017
1662526800000,“2022-09-07T01:00:00-04:00”,vividseats,2,1083,1781,2864
1662530400000,“2022-09-07T02:00:00-04:00”,stubhub,5,893,2420,3313
1662530400000,“2022-09-07T02:00:00-04:00”,seatgeek,1,1197,1820,3017
1662530400000,“2022-09-07T02:00:00-04:00”,vividseats,6,1089,1775,2864
1662534000000,“2022-09-07T03:00:00-04:00”,stubhub,2,895,2418,3313
1662534000000,“2022-09-07T03:00:00-04:00”,seatgeek,0,1197,1820,3017
1662534000000,“2022-09-07T03:00:00-04:00”,vividseats,3,1092,1772,2864
1662541200000,“2022-09-07T05:00:00-04:00”,stubhub,1,896,2417,3313
1662541200000,“2022-09-07T05:00:00-04:00”,seatgeek,3,1200,1817,3017
1662541200000,“2022-09-07T05:00:00-04:00”,vividseats,2,1094,1770,2864
1662544800000,“2022-09-07T06:00:00-04:00”,stubhub,2,898,2415,3313
1662544800000,“2022-09-07T06:00:00-04:00”,seatgeek,17,1217,1800,3017
1662544800000,“2022-09-07T06:00:00-04:00”,vividseats,7,1101,1763,2864
1662548400000,“2022-09-07T07:00:00-04:00”,stubhub,6,904,2409,3313
1662548400000,“2022-09-07T07:00:00-04:00”,seatgeek,6,1223,1794,3017
1662548400000,“2022-09-07T07:00:00-04:00”,vividseats,7,1108,1756,2864
1662552000000,“2022-09-07T08:00:00-04:00”,stubhub,9,913,2400,3313
1662552000000,“2022-09-07T08:00:00-04:00”,seatgeek,7,1230,1787,3017
1662552000000,“2022-09-07T08:00:00-04:00”,vividseats,7,1115,1749,2864
1662555600000,“2022-09-07T09:00:00-04:00”,stubhub,8,921,2392,3313
1662555600000,“2022-09-07T09:00:00-04:00”,seatgeek,7,1237,1780,3017
1662555600000,“2022-09-07T09:00:00-04:00”,vividseats,6,1121,1743,2864
1662559200000,“2022-09-07T10:00:00-04:00”,stubhub,16,937,2376,3313
1662559200000,“2022-09-07T10:00:00-04:00”,seatgeek,25,1262,1755,3017
1662559200000,“2022-09-07T10:00:00-04:00”,vividseats,18,1139,1725,2864
1662562800000,“2022-09-07T11:00:00-04:00”,stubhub,14,951,2362,3313
1662562800000,“2022-09-07T11:00:00-04:00”,seatgeek,8,1270,1747,3017
1662562800000,“2022-09-07T11:00:00-04:00”,vividseats,15,1154,1710,2864
1662566400000,“2022-09-07T12:00:00-04:00”,stubhub,22,973,2340,3313
1662566400000,“2022-09-07T12:00:00-04:00”,seatgeek,31,1301,1716,3017
1662566400000,“2022-09-07T12:00:00-04:00”,vividseats,31,1185,1679,2864
1662570000000,“2022-09-07T13:00:00-04:00”,stubhub,10,983,2330,3313
1662570000000,“2022-09-07T13:00:00-04:00”,seatgeek,12,1313,1704,3017
1662570000000,“2022-09-07T13:00:00-04:00”,vividseats,10,1195,1669,2864
1662573600000,“2022-09-07T14:00:00-04:00”,stubhub,22,1005,2308,3313
1662573600000,“2022-09-07T14:00:00-04:00”,seatgeek,22,1335,1682,3017
1662573600000,“2022-09-07T14:00:00-04:00”,vividseats,18,1213,1651,2864
1662577200000,“2022-09-07T15:00:00-04:00”,stubhub,19,1024,2289,3313
1662577200000,“2022-09-07T15:00:00-04:00”,seatgeek,7,1342,1675,3017
1662577200000,“2022-09-07T15:00:00-04:00”,vividseats,16,1229,1635,2864
1662580800000,“2022-09-07T16:00:00-04:00”,stubhub,54,1078,2235,3313
1662580800000,“2022-09-07T16:00:00-04:00”,seatgeek,40,1382,1635,3017
1662580800000,“2022-09-07T16:00:00-04:00”,vividseats,84,1313,1551,2864
1662584400000,“2022-09-07T17:00:00-04:00”,stubhub,6,1084,2229,3313
1662584400000,“2022-09-07T17:00:00-04:00”,seatgeek,9,1391,1626,3017
1662584400000,“2022-09-07T17:00:00-04:00”,vividseats,7,1320,1544,2864
1662588000000,“2022-09-07T18:00:00-04:00”,stubhub,10,1094,2219,3313
1662588000000,“2022-09-07T18:00:00-04:00”,seatgeek,17,1408,1609,3017
1662588000000,“2022-09-07T18:00:00-04:00”,vividseats,6,1326,1538,2864
1662591600000,“2022-09-07T19:00:00-04:00”,stubhub,20,1114,2199,3313
1662591600000,“2022-09-07T19:00:00-04:00”,seatgeek,16,1424,1593,3017
1662591600000,“2022-09-07T19:00:00-04:00”,vividseats,16,1342,1522,2864
1662595200000,“2022-09-07T20:00:00-04:00”,stubhub,14,1128,2185,3313
1662595200000,“2022-09-07T20:00:00-04:00”,seatgeek,5,1429,1588,3017
1662595200000,“2022-09-07T20:00:00-04:00”,vividseats,7,1349,1515,2864
1662598800000,“2022-09-07T21:00:00-04:00”,stubhub,22,1150,2162,3312
1662598800000,“2022-09-07T21:00:00-04:00”,seatgeek,22,1451,1566,3017
1662598800000,“2022-09-07T21:00:00-04:00”,vividseats,21,1370,1494,2864
1662602400000,“2022-09-07T22:00:00-04:00”,stubhub,16,1166,2146,3312
1662602400000,“2022-09-07T22:00:00-04:00”,seatgeek,15,1466,1551,3017
1662602400000,“2022-09-07T22:00:00-04:00”,vividseats,12,1382,1482,2864
1662606000000,“2022-09-07T23:00:00-04:00”,stubhub,12,1178,2134,3312
1662606000000,“2022-09-07T23:00:00-04:00”,seatgeek,30,1496,1521,3017
1662606000000,“2022-09-07T23:00:00-04:00”,vividseats,12,1394,1470,2864
1662609600000,“2022-09-08T00:00:00-04:00”,stubhub,5,1183,2129,3312
1662609600000,“2022-09-08T00:00:00-04:00”,seatgeek,4,1500,1517,3017
1662609600000,“2022-09-08T00:00:00-04:00”,vividseats,7,1401,1463,2864
1662613200000,“2022-09-08T01:00:00-04:00”,stubhub,17,1200,2112,3312
1662613200000,“2022-09-08T01:00:00-04:00”,seatgeek,2,1502,1515,3017
1662613200000,“2022-09-08T01:00:00-04:00”,vividseats,18,1419,1445,2864
1662616800000,“2022-09-08T02:00:00-04:00”,stubhub,4,1204,2108,3312
1662616800000,“2022-09-08T02:00:00-04:00”,seatgeek,1,1503,1514,3017
1662616800000,“2022-09-08T02:00:00-04:00”,vividseats,4,1423,1441,2864
1662620400000,“2022-09-08T03:00:00-04:00”,stubhub,2,1206,2106,3312
1662620400000,“2022-09-08T03:00:00-04:00”,seatgeek,0,1503,1514,3017
1662620400000,“2022-09-08T03:00:00-04:00”,vividseats,2,1425,1439,2864
1662624000000,“2022-09-08T04:00:00-04:00”,stubhub,5,1211,2101,3312
1662624000000,“2022-09-08T04:00:00-04:00”,seatgeek,0,1503,1514,3017
1662624000000,“2022-09-08T04:00:00-04:00”,vividseats,2,1427,1437,2864
1662627600000,“2022-09-08T05:00:00-04:00”,stubhub,11,1222,2090,3312
1662627600000,“2022-09-08T05:00:00-04:00”,seatgeek,1,1504,1513,3017
1662627600000,“2022-09-08T05:00:00-04:00”,vividseats,1,1428,1436,2864
1662631200000,“2022-09-08T06:00:00-04:00”,stubhub,3,1225,2087,3312
1662631200000,“2022-09-08T06:00:00-04:00”,seatgeek,0,1504,1513,3017
1662631200000,“2022-09-08T06:00:00-04:00”,vividseats,4,1432,1432,2864
1662634800000,“2022-09-08T07:00:00-04:00”,stubhub,6,1231,2081,3312
1662634800000,“2022-09-08T07:00:00-04:00”,seatgeek,3,1507,1510,3017
1662634800000,“2022-09-08T07:00:00-04:00”,vividseats,3,1435,1429,2864
1662638400000,“2022-09-08T08:00:00-04:00”,stubhub,6,1237,2075,3312
1662638400000,“2022-09-08T08:00:00-04:00”,seatgeek,1,1508,1509,3017
1662638400000,“2022-09-08T08:00:00-04:00”,vividseats,10,1445,1419,2864
1662642000000,“2022-09-08T09:00:00-04:00”,stubhub,12,1249,2063,3312
1662642000000,“2022-09-08T09:00:00-04:00”,seatgeek,4,1512,1505,3017
1662642000000,“2022-09-08T09:00:00-04:00”,vividseats,11,1456,1408,2864
1662645600000,“2022-09-08T10:00:00-04:00”,stubhub,13,1262,2050,3312
1662645600000,“2022-09-08T10:00:00-04:00”,seatgeek,10,1522,1495,3017
1662645600000,“2022-09-08T10:00:00-04:00”,vividseats,14,1470,1394,2864
1662649200000,“2022-09-08T11:00:00-04:00”,stubhub,21,1283,2029,3312
1662649200000,“2022-09-08T11:00:00-04:00”,seatgeek,14,1536,1481,3017
1662649200000,“2022-09-08T11:00:00-04:00”,vividseats,26,1496,1368,2864
1662652800000,“2022-09-08T12:00:00-04:00”,stubhub,40,1323,1989,3312
1662652800000,“2022-09-08T12:00:00-04:00”,seatgeek,79,1615,1402,3017
1662652800000,“2022-09-08T12:00:00-04:00”,vividseats,75,1571,1293,2864
1662656400000,“2022-09-08T13:00:00-04:00”,stubhub,119,1442,1870,3312
1662656400000,“2022-09-08T13:00:00-04:00”,seatgeek,17,1632,1385,3017
1662656400000,“2022-09-08T13:00:00-04:00”,vividseats,126,1697,1167,2864
1662660000000,“2022-09-08T14:00:00-04:00”,stubhub,23,1465,1847,3312
1662660000000,“2022-09-08T14:00:00-04:00”,seatgeek,24,1656,1361,3017
1662660000000,“2022-09-08T14:00:00-04:00”,vividseats,13,1710,1154,2864
1662663600000,“2022-09-08T15:00:00-04:00”,stubhub,87,1552,1760,3312
1662663600000,“2022-09-08T15:00:00-04:00”,seatgeek,24,1680,1337,3017
1662663600000,“2022-09-08T15:00:00-04:00”,vividseats,21,1731,1133,2864
1662667200000,“2022-09-08T16:00:00-04:00”,stubhub,79,1631,1681,3312
1662667200000,“2022-09-08T16:00:00-04:00”,seatgeek,15,1695,1322,3017
1662667200000,“2022-09-08T16:00:00-04:00”,vividseats,20,1751,1113,2864
1662670800000,“2022-09-08T17:00:00-04:00”,stubhub,14,1645,1667,3312
1662670800000,“2022-09-08T17:00:00-04:00”,seatgeek,13,1708,1309,3017
1662670800000,“2022-09-08T17:00:00-04:00”,vividseats,15,1766,1098,2864
1662674400000,“2022-09-08T18:00:00-04:00”,stubhub,81,1726,1586,3312
1662674400000,“2022-09-08T18:00:00-04:00”,seatgeek,14,1722,1295,3017
1662674400000,“2022-09-08T18:00:00-04:00”,vividseats,16,1782,1082,2864
1662678000000,“2022-09-08T19:00:00-04:00”,stubhub,20,1746,1566,3312
1662678000000,“2022-09-08T19:00:00-04:00”,seatgeek,19,1741,1276,3017
1662678000000,“2022-09-08T19:00:00-04:00”,vividseats,16,1798,1066,2864
1662681600000,“2022-09-08T20:00:00-04:00”,stubhub,114,1860,1452,3312
1662681600000,“2022-09-08T20:00:00-04:00”,seatgeek,64,1805,1212,3017
1662681600000,“2022-09-08T20:00:00-04:00”,vividseats,45,1843,1021,2864
1662685200000,“2022-09-08T21:00:00-04:00”,stubhub,83,1943,1369,3312
1662685200000,“2022-09-08T21:00:00-04:00”,seatgeek,31,1836,1181,3017
1662685200000,“2022-09-08T21:00:00-04:00”,vividseats,35,1878,986,2864
1662688800000,“2022-09-08T22:00:00-04:00”,stubhub,42,1985,1327,3312
1662688800000,“2022-09-08T22:00:00-04:00”,seatgeek,34,1870,1147,3017
1662688800000,“2022-09-08T22:00:00-04:00”,vividseats,24,1902,962,2864
1662692400000,“2022-09-08T23:00:00-04:00”,stubhub,180,2165,1147,3312
1662692400000,“2022-09-08T23:00:00-04:00”,seatgeek,132,2002,1015,3017
1662692400000,“2022-09-08T23:00:00-04:00”,vividseats,158,2060,804,2864
1662696000000,“2022-09-09T00:00:00-04:00”,stubhub,71,2236,1076,3312
1662696000000,“2022-09-09T00:00:00-04:00”,seatgeek,20,2022,995,3017
1662696000000,“2022-09-09T00:00:00-04:00”,vividseats,22,2082,782,2864
1662699600000,“2022-09-09T01:00:00-04:00”,stubhub,5,2241,1071,3312
1662699600000,“2022-09-09T01:00:00-04:00”,seatgeek,10,2032,985,3017
1662699600000,“2022-09-09T01:00:00-04:00”,vividseats,4,2086,778,2864
1662703200000,“2022-09-09T02:00:00-04:00”,stubhub,159,2400,912,3312
1662703200000,“2022-09-09T02:00:00-04:00”,seatgeek,8,2040,977,3017
1662703200000,“2022-09-09T02:00:00-04:00”,vividseats,6,2092,772,2864
1662706800000,“2022-09-09T03:00:00-04:00”,stubhub,167,2567,745,3312
1662706800000,“2022-09-09T03:00:00-04:00”,seatgeek,18,2058,959,3017
1662706800000,“2022-09-09T03:00:00-04:00”,vividseats,11,2103,761,2864
1662710400000,“2022-09-09T04:00:00-04:00”,stubhub,155,2722,590,3312
1662710400000,“2022-09-09T04:00:00-04:00”,seatgeek,5,2063,954,3017
1662710400000,“2022-09-09T04:00:00-04:00”,vividseats,163,2266,598,2864
1662714000000,“2022-09-09T05:00:00-04:00”,stubhub,1,2723,589,3312
1662714000000,“2022-09-09T05:00:00-04:00”,seatgeek,3,2066,951,3017
1662714000000,“2022-09-09T05:00:00-04:00”,vividseats,3,2269,595,2864
1662717600000,“2022-09-09T06:00:00-04:00”,stubhub,28,2751,561,3312
1662717600000,“2022-09-09T06:00:00-04:00”,seatgeek,40,2106,911,3017
1662717600000,“2022-09-09T06:00:00-04:00”,vividseats,36,2305,559,2864
1662721200000,“2022-09-09T07:00:00-04:00”,stubhub,0,2751,559,3310
1662721200000,“2022-09-09T07:00:00-04:00”,seatgeek,0,2106,911,3017
1662721200000,“2022-09-09T07:00:00-04:00”,vividseats,0,2305,559,2864
