ticket,site,row,section,url,distinctPricesCount,maxTimestampmillis
seatgeek-2v0clPlnLRD,seatgeek,E,303,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=2v0clPlnLRD,3,1662036268783
seatgeek-g48UGE9P2e2,seatgeek,G,22,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=g48UGE9P2e2,3,1662036268783
vividseats-VB5734647935,vividseats,Y,315,https://www.vividseats.com//production/3727337?showDetails=VB5734647935&qty=1,1,1662036268783
seatgeek-V4KUm52JMBw,seatgeek,K,322,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=V4KUm52JMBw,3,1662036268783
stubhub-5460077887,stubhub,K,330,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5460077887,1,1662036268783
seatgeek-YgJtqPZejEw,seatgeek,E,4,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=YgJtqPZejEw,3,1662036268783
seatgeek-g48UG3Gjmz5,seatgeek,B,115,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=g48UG3Gjmz5,3,1662036268783
stubhub-5429342392,stubhub,,130,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5429342392,1,1662036268783
vividseats-VB5369465654,vividseats,F,324,https://www.vividseats.com//production/3727337?showDetails=VB5369465654&qty=1,1,1662036268783
stubhub-5476554536,stubhub,,305,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5476554536,1,1662036268783
vividseats-VB5554850665,vividseats,C,127,https://www.vividseats.com//production/3727337?showDetails=VB5554850665&qty=1,1,1662036268783
stubhub-5474105162,stubhub,O,332,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5474105162,1,1662036268783
vividseats-VB5710025475,vividseats,N,104,https://www.vividseats.com//production/3727337?showDetails=VB5710025475&qty=1,1,1662036268783
vividseats-VB4777679281,vividseats,J,121,https://www.vividseats.com//production/3727337?showDetails=VB4777679281&qty=1,1,1662036268783
seatgeek-3q7fv0vZ6qp,seatgeek,D,332,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=3q7fv0vZ6qp,3,1662036268783
stubhub-5477816365,stubhub,,104,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477816365,1,1662036268783
seatgeek-5Ejuqg8JE2b,seatgeek,V,314,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=5Ejuqg8JE2b,3,1662036268783
seatgeek-NrqUJ8nXl6Y,seatgeek,K,332,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=NrqUJ8nXl6Y,3,1662036268783
vividseats-VB5660375064,vividseats,F,339,https://www.vividseats.com//production/3727337?showDetails=VB5660375064&qty=1,1,1662036268783
seatgeek-5EjuqYRLdeD,seatgeek,J,336,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=5EjuqYRLdeD,3,1662036268783
vividseats-VB5734716970,vividseats,V,314,https://www.vividseats.com//production/3727337?showDetails=VB5734716970&qty=1,1,1662036268783
seatgeek-oV7Har3GmGR,seatgeek,M,135,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=oV7Har3GmGR,3,1662036268783
seatgeek-05VTRJzOP6D,seatgeek,L,104,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=05VTRJzOP6D,3,1662036268783
stubhub-5474255225,stubhub,E,323,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5474255225,1,1662036268783
seatgeek-PX0sXlaM09B,seatgeek,C,132,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=PX0sXlaM09B,3,1662036268783
stubhub-5405330909,stubhub,B,102,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5405330909,1,1662036268783
seatgeek-vb3iY6pj0j5,seatgeek,T,316,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=vb3iY6pj0j5,3,1662036268783
stubhub-5419868166,stubhub,,337,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5419868166,1,1662036268783
vividseats-VB5479585917,vividseats,A,320,https://www.vividseats.com//production/3727337?showDetails=VB5479585917&qty=1,1,1662036268783
seatgeek-jDvsEmkjV4e,seatgeek,C,132,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=jDvsEmkjV4e,3,1662036268783
seatgeek-GAaIOggDxlP,seatgeek,D,109,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=GAaIOggDxlP,3,1662036268783
stubhub-5419704183,stubhub,,323,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5419704183,1,1662036268783
vividseats-VB5734823898,vividseats,E,116,https://www.vividseats.com//production/3727337?showDetails=VB5734823898&qty=1,1,1662036268783
seatgeek-xb9ianarJq4,seatgeek,D,114,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=xb9ianarJq4,3,1662036268783
seatgeek-kYetLnLDJe8,seatgeek,N,314,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=kYetLnLDJe8,3,1662036268783
seatgeek-KezcrJexLR2,seatgeek,K,129,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=KezcrJexLR2,3,1662036268783
vividseats-VB5738636379,vividseats,C,340,https://www.vividseats.com//production/3727337?showDetails=VB5738636379&qty=1,1,1662034400198
seatgeek-2v0clPlnnxE,seatgeek,H,302,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=2v0clPlnnxE,3,1662036268783
vividseats-VB5742109702,vividseats,N,134,https://www.vividseats.com//production/3727337?showDetails=VB5742109702&qty=1,1,1662036268783
seatgeek-jDvsEowe4JJ,seatgeek,B,103,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=jDvsEowe4JJ,3,1662036268783
seatgeek-6mOhKp8Xzea,seatgeek,J,311,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=6mOhKp8Xzea,3,1662036268783
seatgeek-b4wUR77kkGx,seatgeek,M,314,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=b4wUR77kkGx,3,1662036268783
seatgeek-EroUbdleZXO,seatgeek,C,331,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=EroUbdleZXO,3,1662036268783
seatgeek-A6rsn6aJYKA,seatgeek,R,329,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=A6rsn6aJYKA,3,1662036268783
stubhub-5477237475,stubhub,N,313,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477237475,1,1662036268783
seatgeek-KezcrGrOP3l,seatgeek,K,103,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=KezcrGrOP3l,3,1662036268783
vividseats-VB5734494001,vividseats,G,117,https://www.vividseats.com//production/3727337?showDetails=VB5734494001&qty=1,1,1662036268783
seatgeek-9P2cxeZdD0b,seatgeek,N,311,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=9P2cxeZdD0b,3,1662036268783
vividseats-VB5740393050,vividseats,A,106,https://www.vividseats.com//production/3727337?showDetails=VB5740393050&qty=1,1,1662036268783
seatgeek-BALIB2GM9Ll,seatgeek,J,130,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=BALIB2GM9Ll,3,1662036268783
seatgeek-3q7fv0qwzvr,seatgeek,S,311,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=3q7fv0qwzvr,3,1662036268783
vividseats-VB5742450902,vividseats,O,301,https://www.vividseats.com//production/3727337?showDetails=VB5742450902&qty=1,2,1662036268783
seatgeek-kYetLnLggD4,seatgeek,H,61,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=kYetLnLggD4,3,1662036268783
vividseats-VB5740841353,vividseats,K,306,https://www.vividseats.com//production/3727337?showDetails=VB5740841353&qty=1,1,1662036268783
stubhub-5477326319,stubhub,D,305,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477326319,1,1662036268783
seatgeek-JABI525ddOG,seatgeek,L,103,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=JABI525ddOG,3,1662036268783
stubhub-5374719869,stubhub,U,336,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5374719869,1,1662036268783
stubhub-5369421754,stubhub,G,22,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5369421754,1,1662036268783
stubhub-5405330842,stubhub,C,127,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5405330842,1,1662036268783
stubhub-5477326320,stubhub,L,103,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477326320,1,1662036268783
stubhub-5405128988,stubhub,B,332,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5405128988,1,1662036268783
vividseats-VB5739294037,vividseats,M,331,https://www.vividseats.com//production/3727337?showDetails=VB5739294037&qty=1,1,1662036268783
stubhub-5472346739,stubhub,T,312,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5472346739,1,1662036268783
seatgeek-6mOhKZKlzJd,seatgeek,P,309,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=6mOhKZKlzJd,3,1662036268783
seatgeek-8lKt3znjDvO,seatgeek,G,121,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=8lKt3znjDvO,3,1662036268783
seatgeek-05VTRLR9GlV,seatgeek,N,302,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=05VTRLR9GlV,3,1662036268783
seatgeek-jDvsEowJKnw,seatgeek,S,321,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=jDvsEowJKnw,3,1662036268783
stubhub-5475507442,stubhub,D,106,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5475507442,1,1662036268783
vividseats-VB5734589226,vividseats,J,330,https://www.vividseats.com//production/3727337?showDetails=VB5734589226&qty=1,1,1662036268783
seatgeek-KezcrJgkqMb,seatgeek,A,127,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=KezcrJgkqMb,3,1662036268783
vividseats-VB5540432816,vividseats,H,23,https://www.vividseats.com//production/3727337?showDetails=VB5540432816&qty=1,1,1662036268783
seatgeek-GAaIOEDv8DP,seatgeek,G,112,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=GAaIOEDv8DP,3,1662036268783
seatgeek-DdwHz3RlvvY,seatgeek,K,332,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=DdwHz3RlvvY,3,1662036268783
stubhub-5420220813,stubhub,,324,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5420220813,1,1662036268783
vividseats-VB5740841368,vividseats,J,321,https://www.vividseats.com//production/3727337?showDetails=VB5740841368&qty=1,1,1662036268783
seatgeek-BALIBaddKbB,seatgeek,A,320,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=BALIBaddKbB,3,1662036268783
stubhub-5374826776,stubhub,U,336,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5374826776,1,1662036268783
stubhub-5473899669,stubhub,,332,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5473899669,1,1662036268783
stubhub-5362949431,stubhub,H,326,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5362949431,1,1662036268783
stubhub-5460077553,stubhub,A,322,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5460077553,1,1662036268783
seatgeek-4vXcGkY2bo9,seatgeek,Q,311,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=4vXcGkY2bo9,3,1662036268783
seatgeek-6mOhKpq8loZ,seatgeek,K,317,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=6mOhKpq8loZ,3,1662036268783
vividseats-VB5647953013,vividseats,M,324,https://www.vividseats.com//production/3727337?showDetails=VB5647953013&qty=1,1,1662036268783
stubhub-5419750629,stubhub,,303,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5419750629,1,1662036268783
seatgeek-b4wURPe2GGn,seatgeek,M,311,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=b4wURPe2GGn,3,1662036268783
seatgeek-DdwHzLYawOj,seatgeek,H,49,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=DdwHzLYawOj,3,1662036268783
seatgeek-4vXcGkxR5BN,seatgeek,D,104,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=4vXcGkxR5BN,3,1662036268783
stubhub-5386704487,stubhub,,310,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5386704487,1,1662036268783
vividseats-VB5717636448,vividseats,M,314,https://www.vividseats.com//production/3727337?showDetails=VB5717636448&qty=1,1,1662036268783
seatgeek-JABI52lxZ39,seatgeek,C,130,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=JABI52lxZ39,3,1662036268783
seatgeek-z3EsDzDDm4X,seatgeek,E,116,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=z3EsDzDDm4X,3,1662036268783
seatgeek-O7AhkLDl2gg,seatgeek,G,112,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=O7AhkLDl2gg,3,1662036268783
vividseats-VB5660375915,vividseats,H,323,https://www.vividseats.com//production/3727337?showDetails=VB5660375915&qty=1,1,1662036268783
vividseats-VB5734612115,vividseats,C,322,https://www.vividseats.com//production/3727337?showDetails=VB5734612115&qty=1,1,1662036268783
seatgeek-BALIBaJGKDm,seatgeek,H,326,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=BALIBaJGKDm,3,1662036268783
vividseats-VB5734503018,vividseats,Y,327,https://www.vividseats.com//production/3727337?showDetails=VB5734503018&qty=1,2,1662036268783
stubhub-5475176486,stubhub,N,301,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5475176486,2,1662036268783
vividseats-VB5740673374,vividseats,F,111,https://www.vividseats.com//production/3727337?showDetails=VB5740673374&qty=1,1,1662036268783
vividseats-VB5560836731,vividseats,J,332,https://www.vividseats.com//production/3727337?showDetails=VB5560836731&qty=1,1,1662036268783
seatgeek-7KnterVEobr,seatgeek,F,331,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=7KnterVEobr,3,1662036268783
vividseats-VB5740204374,vividseats,F,340,https://www.vividseats.com//production/3727337?showDetails=VB5740204374&qty=1,1,1662036268783
seatgeek-pVXHmemMr9d,seatgeek,D,50,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=pVXHmemMr9d,3,1662036268783
stubhub-5355686992,stubhub,B,136,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5355686992,1,1662036268783
vividseats-VB5734653835,vividseats,M,122,https://www.vividseats.com//production/3727337?showDetails=VB5734653835&qty=1,1,1662036268783
vividseats-VB4777679278,vividseats,K,116,https://www.vividseats.com//production/3727337?showDetails=VB4777679278&qty=1,1,1662036268783
stubhub-5475248020,stubhub,F,66,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5475248020,1,1662036268783
vividseats-VB5504090563,vividseats,B,310,https://www.vividseats.com//production/3727337?showDetails=VB5504090563&qty=1,1,1662036268783
stubhub-5419857036,stubhub,,319,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5419857036,1,1662036268783
stubhub--5419657555,stubhub,,323,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=-5419657555,1,1662034400198
stubhub-5337495106,stubhub,N,104,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5337495106,1,1662036268783
stubhub-5427954057,stubhub,O,333,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5427954057,1,1662036268783
stubhub-5463006551,stubhub,A,127,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5463006551,1,1662036268783
seatgeek-05VTRJNkMqL,seatgeek,L,109,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=05VTRJNkMqL,3,1662036268783
vividseats-VB5653140941,vividseats,S,314,https://www.vividseats.com//production/3727337?showDetails=VB5653140941&qty=1,1,1662036268783
stubhub-5474253261,stubhub,L,104,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5474253261,1,1662036268783
stubhub-5474467242,stubhub,G,117,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5474467242,1,1662036268783
seatgeek-GAaIOgLjrbz,seatgeek,A,322,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=GAaIOgLjrbz,3,1662036268783
vividseats-VB5734627584,vividseats,L,104,https://www.vividseats.com//production/3727337?showDetails=VB5734627584&qty=1,1,1662036268783
seatgeek-NrqUJ86nVGw,seatgeek,B,103,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=NrqUJ86nVGw,3,1662036268783
vividseats-VB5740841224,vividseats,J,103,https://www.vividseats.com//production/3727337?showDetails=VB5740841224&qty=1,1,1662036268783
seatgeek-9P2cxe6ErEl,seatgeek,L,327,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=9P2cxe6ErEl,3,1662036268783
vividseats-VB5538635505,vividseats,F,331,https://www.vividseats.com//production/3727337?showDetails=VB5538635505&qty=1,1,1662036268783
stubhub-5426251215,stubhub,S,314,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5426251215,1,1662036268783
seatgeek-qVjH7o7gJRB,seatgeek,F,302,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=qVjH7o7gJRB,1,1662036268783
vividseats-VB5734648959,vividseats,H,44,https://www.vividseats.com//production/3727337?showDetails=VB5734648959&qty=1,1,1662036268783
seatgeek-O7AhkRgqmPG,seatgeek,K,130,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=O7AhkRgqmPG,3,1662036268783
stubhub-5290354530,stubhub,D,103,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5290354530,1,1662036268783
stubhub-5405723530,stubhub,A,114,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5405723530,1,1662036268783
vividseats-VB5734605921,vividseats,V,320,https://www.vividseats.com//production/3727337?showDetails=VB5734605921&qty=1,1,1662036268783
seatgeek-oV7Hav4GDnM,seatgeek,J,136,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=oV7Hav4GDnM,3,1662036268783
stubhub-5477369095,stubhub,,310,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477369095,1,1662036268783
stubhub-5308765982,stubhub,Q,331,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5308765982,1,1662036268783
vividseats-VB5740841313,vividseats,D,106,https://www.vividseats.com//production/3727337?showDetails=VB5740841313&qty=1,1,1662036268783
vividseats-VB5560836722,vividseats,C,332,https://www.vividseats.com//production/3727337?showDetails=VB5560836722&qty=1,1,1662036268783
stubhub-5474252090,stubhub,K,302,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5474252090,1,1662035649492
seatgeek-kYetLnx6O96,seatgeek,A,119,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=kYetLnx6O96,3,1662036268783
seatgeek-BALIBao3p00,seatgeek,G,135,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=BALIBao3p00,3,1662036268783
stubhub-5478000178,stubhub,J,308,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5478000178,1,1662036268783
stubhub-5466834284,stubhub,,121,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5466834284,1,1662036268783
stubhub-5426251166,stubhub,X,307,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5426251166,1,1662036268783
seatgeek-kYetLnL886p,seatgeek,U,308,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=kYetLnL886p,3,1662036268783
seatgeek-rVOH8d3M60n,seatgeek,M,321,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=rVOH8d3M60n,3,1662036268783
seatgeek-9P2cxrx7kJ8,seatgeek,J,129,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=9P2cxrx7kJ8,3,1662036268783
stubhub-5477100048,stubhub,H,61,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477100048,1,1662036268783
vividseats-VB5191520188,vividseats,M,109,https://www.vividseats.com//production/3727337?showDetails=VB5191520188&qty=1,1,1662036268783
vividseats-VB5099732533,vividseats,A,123,https://www.vividseats.com//production/3727337?showDetails=VB5099732533&qty=1,1,1662036268783
seatgeek-xb9ianDqD88,seatgeek,H,49,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=xb9ianDqD88,3,1662036268783
stubhub-5135576405,stubhub,J,121,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5135576405,1,1662036268783
seatgeek-NrqUJ8MRBOw,seatgeek,J,303,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=NrqUJ8MRBOw,3,1662036268783
vividseats-VB5727123246,vividseats,C,326,https://www.vividseats.com//production/3727337?showDetails=VB5727123246&qty=1,1,1662036268783
seatgeek-mxAsLw2k0oN,seatgeek,R,329,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=mxAsLw2k0oN,3,1662036268783
vividseats-VB5734683517,vividseats,J,62,https://www.vividseats.com//production/3727337?showDetails=VB5734683517&qty=1,1,1662036268783
stubhub-5477978131,stubhub,D,324,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477978131,1,1662036268783
stubhub-5478014090,stubhub,V,309,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5478014090,1,1662036268783
vividseats-VB5660374742,vividseats,O,324,https://www.vividseats.com//production/3727337?showDetails=VB5660374742&qty=1,1,1662036268783
stubhub-5477036581,stubhub,N,134,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-10-2022/event/105018007/?listingId=5477036581,1,1662036268783
seatgeek-EroUbdbvpoG,seatgeek,M,331,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=EroUbdbvpoG,3,1662036268783
seatgeek-z3EsDzDPXgN,seatgeek,E,330,https://seatgeek.com/us-open-tennis-session-24-womens-final-mixed-doubles-final-tickets/tennis/2022-09-10-12-pm/r/5511060?listing=z3EsDzDPXgN,3,1662036268783
