ticket,site,row,section,title,note,url,distinctPricesCount,maxTimestampmillis
stubhub-5501527642,stubhub,B,135,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5501527642,1,1662912041342
vividseats-VB5773667017,vividseats,C,108,Loge 108,,https://www.vividseats.com//production/3736730?showDetails=VB5773667017&qty=1,1,1662895455075
vividseats-VB5774025636,vividseats,E,117,Loge 117,,https://www.vividseats.com//production/3736730?showDetails=VB5774025636&qty=1,2,1662905529710
seatgeek-lxVsqEd95no,seatgeek,U,314,Section 314 Row U,Section 314 Row U,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=lxVsqEd95no,3,1662861991314
seatgeek-eeac5aKmNee,seatgeek,N,330,Section 330 Row N,Section 330 Row N,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=eeac5aKmNee,3,1662861991314
vividseats-VB5773092363,vividseats,N,334,Promenade 334,,https://www.vividseats.com//production/3736730?showDetails=VB5773092363&qty=1,1,1662863508793
vividseats-VB5774254716,vividseats,W,330,Promenade 330,,https://www.vividseats.com//production/3736730?showDetails=VB5774254716&qty=1,2,1662909017574
vividseats-VB5771901131,vividseats,D,315,Promenade 315,,https://www.vividseats.com//production/3736730?showDetails=VB5771901131&qty=1,1,1662861991314
seatgeek-dNgUZdzvwnL,seatgeek,G,135,Section 135 Row G,Section 135 Row G,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=dNgUZdzvwnL,9,1662910745042
seatgeek-eeac5aV5b20,seatgeek,F,105,Section 105 Row F,Section 105 Row F,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=eeac5aV5b20,2,1662921998582
seatgeek-KezcrGz4p3p,seatgeek,E,301,Section 301 Row E,Section 301 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=KezcrGz4p3p,3,1662861991314
vividseats-VB5772678813,vividseats,G,326,Promenade 326,,https://www.vividseats.com//production/3736730?showDetails=VB5772678813&qty=1,4,1662909881449
vividseats-VB5772748644,vividseats,T,332,Promenade 332,,https://www.vividseats.com//production/3736730?showDetails=VB5772748644&qty=1,2,1662909017574
seatgeek-EroUbdXjLqk,seatgeek,P,310,Section 310 Row P,Section 310 Row P,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=EroUbdXjLqk,3,1662861991314
stubhub-5475415350,stubhub,E,130,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5475415350,1,1662861991314
vividseats-VB5773091339,vividseats,F,328,Promenade 328,,https://www.vividseats.com//production/3736730?showDetails=VB5773091339&qty=1,1,1662863508793
vividseats-VB5774552432,vividseats,J,121,Loge 121,,https://www.vividseats.com//production/3736730?showDetails=VB5774552432&qty=1,2,1662916406473
vividseats-VB5773090535,vividseats,N,319,Promenade 319,,https://www.vividseats.com//production/3736730?showDetails=VB5773090535&qty=1,1,1662863508793
vividseats-VB5773093565,vividseats,V,323,Promenade 323,,https://www.vividseats.com//production/3736730?showDetails=VB5773093565&qty=1,1,1662863508793
stubhub-5494058728,stubhub,D,134,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5494058728,1,1662861991314
seatgeek-eeac5aK68O9,seatgeek,K,104,Section 104 Row K,Section 104 Row K,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=eeac5aK68O9,3,1662863508793
seatgeek-6mOhKZkol2b,seatgeek,E,335,Section 335 Row E,Section 335 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=6mOhKZkol2b,3,1662861991314
vividseats-VB5772084367,vividseats,X,326,Promenade 326,,https://www.vividseats.com//production/3736730?showDetails=VB5772084367&qty=1,1,1662861991314
stubhub-5478297471,stubhub,Y,336,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5478297471,1,1662861991314
vividseats-VB5773033766,vividseats,X,326,Promenade 326,,https://www.vividseats.com//production/3736730?showDetails=VB5773033766&qty=1,1,1662861991314
seatgeek-g48UG3lXnnk,seatgeek,G,134,Section 134 Row G,Section 134 Row G,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=g48UG3lXnnk,4,1662904301446
vividseats-VB5773091060,vividseats,K,323,Promenade 323,,https://www.vividseats.com//production/3736730?showDetails=VB5773091060&qty=1,1,1662863508793
seatgeek-dNgUZXeVlEj,seatgeek,D,136,Section 136 Row D,Section 136 Row D,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=dNgUZXeVlEj,1,1662908585357
vividseats-VB5774387781,vividseats,H,67,Courtside 67,,https://www.vividseats.com//production/3736730?showDetails=VB5774387781&qty=1,1,1662911608655
vividseats-VB5772110839,vividseats,H,11,Courtside 11,,https://www.vividseats.com//production/3736730?showDetails=VB5772110839&qty=1,1,1662861991314
vividseats-VB5774441175,vividseats,U,308,Promenade 308,,https://www.vividseats.com//production/3736730?showDetails=VB5774441175&qty=1,1,1662913381023
seatgeek-X03tO0KBKZ0,seatgeek,J,118,Section 118 Row J,Section 118 Row J,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=X03tO0KBKZ0,3,1662908585357
vividseats-VB5771217323,vividseats,S,312,Promenade 312,,https://www.vividseats.com//production/3736730?showDetails=VB5771217323&qty=1,6,1662915108819
seatgeek-A6rsnB2q5DA,seatgeek,S,307,Section 307 Row S,Section 307 Row S,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=A6rsnB2q5DA,3,1662861991314
vividseats-VB5772992386,vividseats,G,315,Promenade 315,,https://www.vividseats.com//production/3736730?showDetails=VB5772992386&qty=1,1,1662905529710
seatgeek-X03tO0KlJnj,seatgeek,B,127,Section 127 Row B,Section 127 Row B,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=X03tO0KlJnj,14,1662921998582
stubhub-5491724228,stubhub,G,337,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5491724228,1,1662861991314
seatgeek-2v0clPNlmKR,seatgeek,R,312,Section 312 Row R,Section 312 Row R,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=2v0clPNlmKR,3,1662863508793
seatgeek-V4KUmN0nPbm,seatgeek,P,311,Section 311 Row P,Section 311 Row P,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=V4KUmN0nPbm,1,1662863508793
stubhub-5501925191,stubhub,N,334,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5501925191,1,1662863508793
seatgeek-A6rsnB2VJwe,seatgeek,N,309,Section 309 Row N,Section 309 Row N,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=A6rsnB2VJwe,3,1662861991314
seatgeek-EroUbdXg8Mm,seatgeek,H,308,Section 308 Row H,Section 308 Row H,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=EroUbdXg8Mm,3,1662861991314
seatgeek-2v0clPNbjqY,seatgeek,Y,324,Section 324 Row Y,Section 324 Row Y,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=2v0clPNbjqY,10,1662910313356
stubhub-5499806739,stubhub,X,315,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5499806739,1,1662863508793
vividseats-VB5773093331,vividseats,Q,307,Promenade 307,,https://www.vividseats.com//production/3736730?showDetails=VB5773093331&qty=1,1,1662863508793
seatgeek-NrqUJMk0ZYg,seatgeek,G,132,Section 132 Row G,Section 132 Row G,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=NrqUJMk0ZYg,6,1662908585357
stubhub-5488423279,stubhub,L,324,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5488423279,1,1662861991314
vividseats-VB5772071646,vividseats,P,326,Promenade 326,,https://www.vividseats.com//production/3736730?showDetails=VB5772071646&qty=1,1,1662861991314
vividseats-VB5774043664,vividseats,D,107,Loge 107,,https://www.vividseats.com//production/3736730?showDetails=VB5774043664&qty=1,1,1662904301446
vividseats-VB5771143075,vividseats,N,113,Loge 113,,https://www.vividseats.com//production/3736730?showDetails=VB5771143075&qty=1,2,1662909017574
vividseats-VB5773092391,vividseats,N,326,Promenade 326,,https://www.vividseats.com//production/3736730?showDetails=VB5773092391&qty=1,1,1662863508793
vividseats-VB5772811733,vividseats,C,131,Loge 131,,https://www.vividseats.com//production/3736730?showDetails=VB5772811733&qty=1,3,1662902168881
vividseats-VB5771917681,vividseats,V,314,Promenade 314,,https://www.vividseats.com//production/3736730?showDetails=VB5771917681&qty=1,1,1662861991314
stubhub-5498702249,stubhub,N,101,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5498702249,2,1662911608655
stubhub-5501895727,stubhub,W,330,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5501895727,1,1662861991314
seatgeek-5Ejuqg87LMa,seatgeek,H,11,Section 11 Row H,Section 11 Row H,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=5Ejuqg87LMa,3,1662861991314
stubhub-5483579141,stubhub,N,316,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5483579141,1,1662861991314
vividseats-VB5773093461,vividseats,H,322,Promenade 322,,https://www.vividseats.com//production/3736730?showDetails=VB5773093461&qty=1,1,1662863508793
vividseats-VB5769248495,vividseats,F,325,Promenade 325,,https://www.vividseats.com//production/3736730?showDetails=VB5769248495&qty=1,6,1662916838282
seatgeek-NrqUJMvlA3B,seatgeek,X,326,Section 326 Row X,Section 326 Row X,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=NrqUJMvlA3B,3,1662861991314
seatgeek-V4KUmN056aP,seatgeek,K,301,Section 301 Row K,Section 301 Row K,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=V4KUmN056aP,3,1662861991314
vividseats-VB5772703511,vividseats,E,133,Loge 133,,https://www.vividseats.com//production/3736730?showDetails=VB5772703511&qty=1,2,1662909017574
stubhub-5501855067,stubhub,O,339,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5501855067,1,1662861991314
stubhub-5501644265,stubhub,F,11,Courtside,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5501644265,5,1662913381023
vividseats-VB5772059096,vividseats,D,128,Loge 128,,https://www.vividseats.com//production/3736730?showDetails=VB5772059096&qty=1,1,1662861991314
stubhub-5501943555,stubhub,O,311,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5501943555,1,1662863508793
seatgeek-kYetLn9zRaV,seatgeek,N,131,Section 131 Row N,Section 131 Row N,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=kYetLn9zRaV,3,1662908585357
vividseats-VB5769248499,vividseats,A,322,Promenade 322,,https://www.vividseats.com//production/3736730?showDetails=VB5769248499&qty=1,10,1662921998582
stubhub-5491795773,stubhub,F,117,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5491795773,3,1662905529710
vividseats-VB5772998449,vividseats,S,332,Promenade 332,,https://www.vividseats.com//production/3736730?showDetails=VB5772998449&qty=1,2,1662861991314
seatgeek-9P2cxr4Xkz9,seatgeek,E,128,Section 128 Row E,Section 128 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=9P2cxr4Xkz9,3,1662863508793
seatgeek-JABI52389EG,seatgeek,O,324,Section 324 Row O,Section 324 Row O,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=JABI52389EG,3,1662861991314
stubhub-5481775486,stubhub,G,26,Courtside,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5481775486,1,1662861991314
stubhub-5499960530,stubhub,G,312,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5499960530,6,1662921037695
seatgeek-JABI52wr77L,seatgeek,E,133,Section 133 Row E,Section 133 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=JABI52wr77L,6,1662908585357
vividseats-VB5773092263,vividseats,P,323,Promenade 323,,https://www.vividseats.com//production/3736730?showDetails=VB5773092263&qty=1,1,1662863508793
vividseats-VB5773090475,vividseats,K,121,Loge 121,,https://www.vividseats.com//production/3736730?showDetails=VB5773090475&qty=1,1,1662863508793
vividseats-VB5772059723,vividseats,Q,324,Promenade 324,,https://www.vividseats.com//production/3736730?showDetails=VB5772059723&qty=1,1,1662861991314
stubhub-5501560755,stubhub,P,306,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5501560755,1,1662863508793
seatgeek-b4wURBdB5RG,seatgeek,E,103,Section 103 Row E,Section 103 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=b4wURBdB5RG,1,1662895455075
seatgeek-JABI52wqwOk,seatgeek,X,324,Section 324 Row X,Section 324 Row X,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=JABI52wqwOk,3,1662861991314
seatgeek-3q7fv0YqML8,seatgeek,J,116,Section 116 Row J,Section 116 Row J,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=3q7fv0YqML8,2,1662908585357
seatgeek-nx0sw9r68oD,seatgeek,S,333,Section 333 Row S,Section 333 Row S,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=nx0sw9r68oD,3,1662861991314
stubhub-5502766474,stubhub,D,136,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5502766474,1,1662908585357
seatgeek-rVOH8d4mBPZ,seatgeek,S,312,Section 312 Row S,Section 312 Row S,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=rVOH8d4mBPZ,1,1662863508793
seatgeek-3q7fv0eqn28,seatgeek,T,309,Section 309 Row T,Section 309 Row T,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=3q7fv0eqn28,21,1662921998582
seatgeek-6mOhKZYE9gz,seatgeek,F,109,Section 109 Row F,Section 109 Row F,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=6mOhKZYE9gz,4,1662905529710
seatgeek-oV7HavbJlRR,seatgeek,E,132,Section 132 Row E,Section 132 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=oV7HavbJlRR,3,1662905529710
stubhub-5492816303,stubhub,M,119,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5492816303,1,1662861991314
vividseats-VB5772032125,vividseats,O,312,Promenade 312,,https://www.vividseats.com//production/3736730?showDetails=VB5772032125&qty=1,1,1662861991314
stubhub-5492595653,stubhub,G,20,Courtside,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5492595653,1,1662861991314
vividseats-VB5772153666,vividseats,X,335,Promenade 335,,https://www.vividseats.com//production/3736730?showDetails=VB5772153666&qty=1,1,1662861991314
seatgeek-8lKt3zRvdkk,seatgeek,R,330,Section 330 Row R,Section 330 Row R,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=8lKt3zRvdkk,4,1662905529710
seatgeek-5EjuqgZLOv6,seatgeek,C,126,Section 126 Row C,Section 126 Row C,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=5EjuqgZLOv6,3,1662861991314
vividseats-VB5773092297,vividseats,G,20,Courtside 20,,https://www.vividseats.com//production/3736730?showDetails=VB5773092297&qty=1,1,1662863508793
vividseats-VB5772345164,vividseats,M,338,Promenade 338,,https://www.vividseats.com//production/3736730?showDetails=VB5772345164&qty=1,1,1662863508793
seatgeek-mxAsLm42VYD,seatgeek,E,116,Section 116 Row E,Section 116 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=mxAsLm42VYD,2,1662902168881
stubhub-5492052497,stubhub,E,301,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5492052497,1,1662861991314
vividseats-VB5769549564,vividseats,B,110,Loge 110,,https://www.vividseats.com//production/3736730?showDetails=VB5769549564&qty=1,1,1662863508793
seatgeek-jDvsEm7xNwg,seatgeek,J,315,Section 315 Row J,Section 315 Row J,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=jDvsEm7xNwg,3,1662863508793
vividseats-VB5771971328,vividseats,W,309,Promenade 309,,https://www.vividseats.com//production/3736730?showDetails=VB5771971328&qty=1,1,1662861991314
vividseats-VB5772789484,vividseats,H,323,Promenade 323,,https://www.vividseats.com//production/3736730?showDetails=VB5772789484&qty=1,3,1662908585357
vividseats-VB5764122343,vividseats,F,6,Courtside 6,,https://www.vividseats.com//production/3736730?showDetails=VB5764122343&qty=1,11,1662912041342
stubhub-5486989638,stubhub,V,334,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5486989638,1,1662861991314
stubhub-5405330879,stubhub,G,323,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5405330879,1,1662895455075
vividseats-VB5771948551,vividseats,X,307,Promenade 307,,https://www.vividseats.com//production/3736730?showDetails=VB5771948551&qty=1,1,1662861991314
stubhub-5489703858,stubhub,H,116,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5489703858,1,1662861991314
seatgeek-eeac5a0V3YZ,seatgeek,R,325,Section 325 Row R,Section 325 Row R,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=eeac5a0V3YZ,3,1662861991314
stubhub-5500689708,stubhub,G,106,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5500689708,4,1662911608655
seatgeek-pVXHmepB9E2,seatgeek,L,321,Section 321 Row L,Section 321 Row L,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=pVXHmepB9E2,3,1662863508793
seatgeek-MAeIB5bnXZK,seatgeek,M,132,Section 132 Row M,Section 132 Row M,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=MAeIB5bnXZK,6,1662921998582
vividseats-VB5771550405,vividseats,B,58,Courtside 58,,https://www.vividseats.com//production/3736730?showDetails=VB5771550405&qty=1,6,1662921998582
seatgeek-GAaIO3pmv9j,seatgeek,O,312,Section 312 Row O,Section 312 Row O,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=GAaIO3pmv9j,6,1662908585357
vividseats-VB5773091896,vividseats,X,326,Promenade 326,,https://www.vividseats.com//production/3736730?showDetails=VB5773091896&qty=1,1,1662863508793
stubhub-5502660465,stubhub,F,124,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5502660465,1,1662908585357
stubhub-5502743023,stubhub,Q,333,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5502743023,6,1662921037695
seatgeek-lxVsqEMrvbn,seatgeek,H,67,Section 67 Row H,Section 67 Row H,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=lxVsqEMrvbn,15,1662911176637
seatgeek-O7AhkRAgoBN,seatgeek,F,106,Section 106 Row F,Section 106 Row F,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=O7AhkRAgoBN,9,1662913812904
seatgeek-LbviXwv4qgr,seatgeek,E,303,Section 303 Row E,Section 303 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=LbviXwv4qgr,3,1662861991314
vividseats-VB5774461808,vividseats,T,309,Promenade 309,,https://www.vividseats.com//production/3736730?showDetails=VB5774461808&qty=1,3,1662916838282
stubhub-5502306082,stubhub,M,312,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5502306082,1,1662895455075
stubhub-5491155627,stubhub,M,309,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5491155627,1,1662861991314
seatgeek-PX0sXJ2A3L0,seatgeek,M,130,Section 130 Row M,Section 130 Row M,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=PX0sXJ2A3L0,3,1662908585357
vividseats-VB5773092764,vividseats,N,338,Promenade 338,,https://www.vividseats.com//production/3736730?showDetails=VB5773092764&qty=1,1,1662863508793
vividseats-VB5771958950,vividseats,H,333,Promenade 333,,https://www.vividseats.com//production/3736730?showDetails=VB5771958950&qty=1,1,1662861991314
seatgeek-vb3iYnPAD9V,seatgeek,X,335,Section 335 Row X,Section 335 Row X,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=vb3iYnPAD9V,3,1662861991314
seatgeek-9P2cxr4bGZ8,seatgeek,D,135,Section 135 Row D,Section 135 Row D,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=9P2cxr4bGZ8,6,1662908585357
seatgeek-qVjH7o2A24m,seatgeek,M,135,Section 135 Row M,Section 135 Row M,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=qVjH7o2A24m,4,1662908585357
vividseats-VB5759159628,vividseats,A,302,Promenade 302,,https://www.vividseats.com//production/3736730?showDetails=VB5759159628&qty=1,3,1662895455075
stubhub-5500622216,stubhub,J,104,Loge,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5500622216,1,1662863508793
seatgeek-EroUbdXXeEz,seatgeek,V,308,Section 308 Row V,Section 308 Row V,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=EroUbdXXeEz,3,1662861991314
vividseats-VB5769549235,vividseats,D,119,Loge 119,,https://www.vividseats.com//production/3736730?showDetails=VB5769549235&qty=1,3,1662909017574
seatgeek-vb3iYnER6DE,seatgeek,U,308,Section 308 Row U,Section 308 Row U,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=vb3iYnER6DE,1,1662913381023
vividseats-VB5773091973,vividseats,V,307,Promenade 307,,https://www.vividseats.com//production/3736730?showDetails=VB5773091973&qty=1,1,1662863508793
vividseats-VB5773090194,vividseats,U,314,Promenade 314,,https://www.vividseats.com//production/3736730?showDetails=VB5773090194&qty=1,1,1662863508793
stubhub-5499766306,stubhub,R,312,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5499766306,1,1662863508793
seatgeek-EroUbdbVVnX,seatgeek,S,316,Section 316 Row S,Section 316 Row S,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=EroUbdbVVnX,3,1662863508793
vividseats-VB5772012714,vividseats,J,135,Loge 135,,https://www.vividseats.com//production/3736730?showDetails=VB5772012714&qty=1,1,1662861991314
vividseats-VB5771962248,vividseats,L,312,Promenade 312,,https://www.vividseats.com//production/3736730?showDetails=VB5771962248&qty=1,1,1662861991314
vividseats-VB5772946224,vividseats,D,53,Courtside 53,,https://www.vividseats.com//production/3736730?showDetails=VB5772946224&qty=1,1,1662863508793
stubhub-5502738592,stubhub,,GROUNDS PASS - VIEWING PARTY,,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5502738592,2,1662909449500
seatgeek-7KnteD7zqk2,seatgeek,E,136,Section 136 Row E,Section 136 Row E,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=7KnteD7zqk2,3,1662905529710
stubhub-5497815663,stubhub,A,332,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5497815663,9,1662916406473
seatgeek-kYetLn9mgA5,seatgeek,R,330,Section 330 Row R,Section 330 Row R,https://seatgeek.com/us-open-tennis-session-25-mens-final-womens-doubles-final-tickets/tennis/2022-09-11-1-pm/r/5511062?listing=kYetLn9mgA5,3,1662861991314
stubhub-5475250669,stubhub,Y,324,Promenade,,https://www.stubhub.com/us-open-tennis-flushing-tickets-9-11-2022/event/105016693/?listingId=5475250669,1,1662861991314
