roundedMaxTS,roundedMaxDate,site,sold,soldAccum,unsold,inventory
1644375600000,“2022-02-08T22:00:00-05:00”,stubhub,10,872,4151,5023
1644375600000,“2022-02-08T22:00:00-05:00”,seatgeek,6,448,2295,2743
1644375600000,“2022-02-08T22:00:00-05:00”,vividseats,12,1914,4439,6353
1644379200000,“2022-02-08T23:00:00-05:00”,stubhub,18,890,4133,5023
1644379200000,“2022-02-08T23:00:00-05:00”,seatgeek,5,453,2290,2743
1644379200000,“2022-02-08T23:00:00-05:00”,vividseats,37,1951,4402,6353
1644390000000,“2022-02-09T02:00:00-05:00”,stubhub,2,892,4131,5023
1644390000000,“2022-02-09T02:00:00-05:00”,seatgeek,1,454,2289,2743
1644390000000,“2022-02-09T02:00:00-05:00”,vividseats,4,1955,4398,6353
1644400800000,“2022-02-09T05:00:00-05:00”,stubhub,2,894,4129,5023
1644400800000,“2022-02-09T05:00:00-05:00”,seatgeek,0,454,2289,2743
1644400800000,“2022-02-09T05:00:00-05:00”,vividseats,3,1958,4395,6353
1644404400000,“2022-02-09T06:00:00-05:00”,stubhub,4,898,4125,5023
1644404400000,“2022-02-09T06:00:00-05:00”,seatgeek,0,454,2289,2743
1644404400000,“2022-02-09T06:00:00-05:00”,vividseats,2,1960,4393,6353
1644408000000,“2022-02-09T07:00:00-05:00”,stubhub,2,900,4123,5023
1644408000000,“2022-02-09T07:00:00-05:00”,seatgeek,0,454,2289,2743
1644408000000,“2022-02-09T07:00:00-05:00”,vividseats,2,1962,4391,6353
1644411600000,“2022-02-09T08:00:00-05:00”,stubhub,14,914,4109,5023
1644411600000,“2022-02-09T08:00:00-05:00”,seatgeek,7,461,2282,2743
1644411600000,“2022-02-09T08:00:00-05:00”,vividseats,35,1997,4356,6353
1644418800000,“2022-02-09T10:00:00-05:00”,stubhub,147,1061,3962,5023
1644418800000,“2022-02-09T10:00:00-05:00”,seatgeek,109,570,2173,2743
1644418800000,“2022-02-09T10:00:00-05:00”,vividseats,421,2418,3935,6353
1644458400000,“2022-02-09T21:00:00-05:00”,stubhub,59,1120,3903,5023
1644458400000,“2022-02-09T21:00:00-05:00”,seatgeek,10,580,2163,2743
1644458400000,“2022-02-09T21:00:00-05:00”,vividseats,36,2454,3898,6352
1644462000000,“2022-02-09T22:00:00-05:00”,stubhub,19,1139,3884,5023
1644462000000,“2022-02-09T22:00:00-05:00”,seatgeek,6,586,2157,2743
1644462000000,“2022-02-09T22:00:00-05:00”,vividseats,28,2482,3870,6352
