ticket,site,row,section,url,distinctPricesCount,maxTimestampmillis
stubhub-1986813140,stubhub,6,349,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986813140,4,1644591544553
stubhub-1986814607,stubhub,10,245,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986814607,4,1644104886892
stubhub-1986828369,stubhub,5,342,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986828369,11,1644338190908
stubhub-1986833997,stubhub,1,431,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986833997,2,1644092915549
stubhub-1986834940,stubhub,18,305,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986834940,6,1644712425754
stubhub-1986836347,stubhub,2,456,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986836347,1,1644526999394
stubhub-1986837038,stubhub,17,311,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986837038,8,1644712425754
stubhub-1986838769,stubhub,1,421,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986838769,1,1644103966034
stubhub-1986848595,stubhub,11,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986848595,4,1644250884922
stubhub-1986848627,stubhub,14,529,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986848627,1,1644127790813
stubhub-1986849637,stubhub,12,538,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986849637,2,1644203178795
stubhub-1986849643,stubhub,12,538,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986849643,1,1644091071740
stubhub-1986851103,stubhub,12,100,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986851103,2,1644103047438
stubhub-1986851655,stubhub,9,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986851655,3,1644137905064
stubhub-1986855700,stubhub,8,551,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986855700,1,1644089230342
stubhub-1986855827,stubhub,5,333,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986855827,3,1644712425754
stubhub-1986863039,stubhub,3,206,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986863039,3,1644707767820
stubhub-1986869599,stubhub,2,520,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986869599,4,1644419598764
stubhub-1986872581,stubhub,8,551,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986872581,3,1644501911447
stubhub-1986873988,stubhub,9,309,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986873988,1,1644091993417
stubhub-1986882760,stubhub,1,315,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986882760,2,1644165550584
stubhub-1986884527,stubhub,12,205,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986884527,2,1644256437788
stubhub-1986884530,stubhub,3,225,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986884530,1,1644105806602
stubhub-1986891915,stubhub,16,120,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986891915,2,1644102125391
stubhub-1986892228,stubhub,3,427,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986892228,2,1644184971429
stubhub-1986895032,stubhub,12,220,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986895032,5,1644419598764
stubhub-1986895675,stubhub,10,113,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986895675,2,1644244361021
stubhub-1986898416,stubhub,4,116,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986898416,2,1644191445607
stubhub-1986898417,stubhub,14,114,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986898417,8,1644501911447
stubhub-1986900021,stubhub,8,201,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986900021,1,1644116001886
stubhub-1986907628,stubhub,2,205,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986907628,2,1644167397763
stubhub-1986912908,stubhub,2,431,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986912908,6,1644605522736
stubhub-1986916446,stubhub,2,433,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986916446,1,1644099359961
stubhub-1986918198,stubhub,20,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986918198,1,1644136065911
stubhub-1986922198,stubhub,9,303,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986922198,1,1644098438448
stubhub-1986926335,stubhub,21,517,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986926335,5,1644780868143
stubhub-1986926687,stubhub,9,303,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986926687,1,1644166473611
stubhub-1986926794,stubhub,10,543,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986926794,3,1644374018750
stubhub-1986930476,stubhub,8,230,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986930476,5,1644374018750
stubhub-1986936056,stubhub,8,212,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986936056,6,1644338190908
stubhub-1986936617,stubhub,19,112,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986936617,5,1644605522736
stubhub-1986940523,stubhub,2,421,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986940523,1,1644125948906
stubhub-1986944201,stubhub,4,332,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986944201,4,1644777058958
stubhub-1986945213,stubhub,16,513,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986945213,2,1644261991676
stubhub-1986947768,stubhub,7,340,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986947768,8,1644370276546
stubhub-1986953359,stubhub,4,339,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986953359,2,1644172028612
stubhub-1986954486,stubhub,22,516,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986954486,12,1644596363218
stubhub-1986954496,stubhub,21,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986954496,1,1644189598313
stubhub-1986958972,stubhub,21,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986958972,2,1644160010530
stubhub-1986971550,stubhub,10,245,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986971550,1,1644106729094
stubhub-1986972894,stubhub,2,239,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986972894,2,1644175728225
stubhub-1986974949,stubhub,12,311,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986974949,4,1644185896616
stubhub-1986981463,stubhub,15,213,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986981463,1,1644117852393
stubhub-1986986571,stubhub,6,128,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986986571,2,1644261991676
stubhub-1986989399,stubhub,6,231,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986989399,1,1644153552233
stubhub-1986989414,stubhub,6,231,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986989414,1,1644151709231
stubhub-1986989437,stubhub,6,231,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986989437,1,1644149868085
stubhub-1986990122,stubhub,17,533,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986990122,3,1644199412992
stubhub-1986990209,stubhub,2,433,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986990209,1,1644111398496
stubhub-1986990365,stubhub,7,231,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986990365,1,1644117852393
stubhub-1986993971,stubhub,7,401,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986993971,1,1644172028612
stubhub-1986994004,stubhub,4,431,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986994004,2,1644168324485
stubhub-1986994053,stubhub,13,200,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986994053,11,1644553240875
stubhub-1986994075,stubhub,19,207,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986994075,2,1644261991676
stubhub-1986994110,stubhub,15,239,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986994110,2,1644173875943
stubhub-1986994736,stubhub,10,245,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1986994736,4,1644261991676
stubhub-1987020921,stubhub,15,506,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987020921,1,1644113239860
stubhub-1987020958,stubhub,4,348,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987020958,5,1644419598764
stubhub-1987031072,stubhub,3,232,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987031072,4,1644191445607
stubhub-1987033159,stubhub,9,311,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987033159,2,1644124107648
stubhub-1987042538,stubhub,15,209,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987042538,2,1644261991676
stubhub-1987051485,stubhub,3,126,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987051485,2,1644338190908
stubhub-1987051494,stubhub,5,126,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987051494,3,1644338190908
stubhub-1987061250,stubhub,7,316,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987061250,6,1644470314137
stubhub-1987068534,stubhub,2,408,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987068534,3,1644175728225
stubhub-1987068780,stubhub,2,100,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987068780,5,1644471250813
stubhub-1987090092,stubhub,11,122,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987090092,1,1644156320250
stubhub-1987095724,stubhub,11,517,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987095724,1,1644261991676
stubhub-1987106789,stubhub,2,433,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987106789,2,1644194217186
stubhub-1987108134,stubhub,15,541,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987108134,1,1644130547848
stubhub-1987141657,stubhub,7,512,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987141657,3,1644261991676
stubhub-1987154401,stubhub,5,445,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987154401,8,1644501911447
stubhub-1987166917,stubhub,10,216,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987166917,1,1644250884922
stubhub-1987166929,stubhub,11,216,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987166929,5,1644501911447
stubhub-1987192321,stubhub,14,529,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987192321,6,1644338190908
stubhub-1987204874,stubhub,16,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987204874,1,1644139744349
stubhub-1987210669,stubhub,20,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987210669,1,1644142503042
stubhub-1987213944,stubhub,9,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987213944,1,1644139744349
stubhub-1987218117,stubhub,16,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987218117,1,1644145264905
stubhub-1987218120,stubhub,9,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987218120,2,1644194217186
stubhub-1987248140,stubhub,20,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987248140,1,1644149868085
stubhub-1987250615,stubhub,16,543,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987250615,14,1644698210031
stubhub-1987252429,stubhub,16,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987252429,1,1644152631450
stubhub-1987252581,stubhub,22,235,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987252581,4,1644779918725
stubhub-1987256243,stubhub,6,212,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987256243,4,1644220371075
stubhub-1987273302,stubhub,20,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987273302,1,1644154472257
stubhub-1987298044,stubhub,16,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987298044,1,1644155393844
stubhub-1987313970,stubhub,20,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987313970,1,1644156320250
stubhub-1987316450,stubhub,20,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987316450,6,1644261991676
stubhub-1987323428,stubhub,16,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987323428,3,1644286366500
stubhub-1987330657,stubhub,9,128,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987330657,4,1644643144287
stubhub-1987332751,stubhub,2,518,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987332751,4,1644785651939
stubhub-1987335181,stubhub,22,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987335181,1,1644169250266
stubhub-1987338058,stubhub,3,242,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987338058,1,1644181275050
stubhub-1987338065,stubhub,11,122,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987338065,3,1644792160244
stubhub-1987343394,stubhub,4,335,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987343394,6,1644419598764
stubhub-1987344664,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987344664,2,1644178501599
stubhub-1987348113,stubhub,21,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987348113,4,1644258289024
stubhub-1987357038,stubhub,5,535,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987357038,4,1644338190908
stubhub-1987362720,stubhub,15,135,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987362720,2,1644299932848
stubhub-1987367096,stubhub,1,315,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987367096,2,1644196635383
stubhub-1987370226,stubhub,5,547,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987370226,1,1644173875943
stubhub-1987377139,stubhub,17,537,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987377139,5,1644328172018
stubhub-1987381328,stubhub,10,206,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987381328,2,1644242509051
stubhub-1987385623,stubhub,15,119,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987385623,5,1644338190908
stubhub-1987389639,stubhub,10,518,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987389639,2,1644171104526
stubhub-1987390261,stubhub,8,510,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987390261,9,1644374018750
stubhub-1987392544,stubhub,18,507,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987392544,7,1644374018750
stubhub-1987398931,stubhub,10,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987398931,3,1644194217186
stubhub-1987398948,stubhub,4,452,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987398948,1,1644175728225
stubhub-1987400516,stubhub,4,452,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987400516,1,1644175728225
stubhub-1987407723,stubhub,13,544,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987407723,7,1644374018750
stubhub-1987407819,stubhub,1,548,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987407819,2,1644261991676
stubhub-1987410163,stubhub,7,401,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987410163,3,1644338190908
stubhub-1987427174,stubhub,3,406,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987427174,1,1644261991676
stubhub-1987428022,stubhub,21,516,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987428022,2,1644249033726
stubhub-1987429651,stubhub,10,215,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987429651,2,1644261991676
stubhub-1987430354,stubhub,22,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987430354,1,1644176652726
stubhub-1987436518,stubhub,14,544,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987436518,5,1644338190908
stubhub-1987442378,stubhub,7,535,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987442378,2,1644288227253
stubhub-1987452781,stubhub,21,234,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987452781,5,1644458957692
stubhub-1987454479,stubhub,4,452,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987454479,5,1644526999394
stubhub-1987461894,stubhub,1,533,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987461894,4,1644536336786
stubhub-1987470976,stubhub,22,538,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987470976,1,1644187750585
stubhub-1987475175,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987475175,2,1644194217186
stubhub-1987483913,stubhub,6,248,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987483913,5,1644362543112
stubhub-1987485072,stubhub,8,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987485072,1,1644261991676
stubhub-1987485460,stubhub,19,538,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987485460,3,1644370276546
stubhub-1987485947,stubhub,16,533,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987485947,1,1644334470372
stubhub-1987488891,stubhub,2,239,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987488891,1,1644199412992
stubhub-1987492214,stubhub,5,547,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987492214,5,1644501911447
stubhub-1987499184,stubhub,2,449,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987499184,2,1644419598764
stubhub-1987500401,stubhub,16,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987500401,4,1644550426030
stubhub-1987500405,stubhub,15,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987500405,2,1644203178795
stubhub-1987506769,stubhub,9,309,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987506769,1,1644194217186
stubhub-1987510687,stubhub,4,438,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987510687,2,1644374018750
stubhub-1987512662,stubhub,6,241,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987512662,1,1644362543112
stubhub-1987522130,stubhub,3,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987522130,2,1644247180198
stubhub-1987523764,stubhub,1,433,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987523764,2,1644261991676
stubhub-1987527270,stubhub,9,309,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987527270,1,1644193293136
stubhub-1987527285,stubhub,4,545,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987527285,1,1644189598313
stubhub-1987528693,stubhub,22,538,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987528693,3,1644254589006
stubhub-1987533440,stubhub,13,522,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987533440,1,1644338190908
stubhub-1987538744,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987538744,3,1644248105402
stubhub-1987541720,stubhub,15,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987541720,1,1644194217186
stubhub-1987544381,stubhub,11,130,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987544381,6,1644419598764
stubhub-1987544382,stubhub,10,135,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987544382,5,1644338190908
stubhub-1987544399,stubhub,8,129,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987544399,1,1644194217186
stubhub-1987549436,stubhub,4,116,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987549436,1,1644203178795
stubhub-1987553144,stubhub,14,510,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987553144,4,1644458957692
stubhub-1987565691,stubhub,11,217,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987565691,8,1644548541711
stubhub-1987569067,stubhub,7,455,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987569067,2,1644243434962
stubhub-1987570634,stubhub,8,129,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987570634,2,1644258289024
stubhub-1987573996,stubhub,10,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987573996,3,1644261991676
stubhub-1987575535,stubhub,9,532,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987575535,3,1644412553929
stubhub-1987575539,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987575539,1,1644196635383
stubhub-1987579343,stubhub,15,539,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987579343,1,1644203178795
stubhub-1987583552,stubhub,1,315,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987583552,1,1644198488023
stubhub-1987590847,stubhub,12,311,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987590847,1,1644203178795
stubhub-1987591957,stubhub,11,518,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987591957,2,1644338190908
stubhub-1987592162,stubhub,15,535,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987592162,1,1644338190908
stubhub-1987593792,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987593792,1,1644220371075
stubhub-1987595241,stubhub,3,330,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987595241,6,1644374018750
stubhub-1987599304,stubhub,15,541,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987599304,1,1644250884922
stubhub-1987611600,stubhub,7,515,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987611600,2,1644261991676
stubhub-1987623731,stubhub,10,129,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987623731,1,1644244361021
stubhub-1987625748,stubhub,15,202,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987625748,5,1644462881010
stubhub-1987626746,stubhub,12,127,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987626746,2,1644248105402
stubhub-1987629372,stubhub,17,533,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987629372,5,1644338190908
stubhub-1987629683,stubhub,7,522,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987629683,2,1644243434962
stubhub-1987634803,stubhub,10,543,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987634803,6,1644501911447
stubhub-1987641671,stubhub,1,225,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987641671,1,1644203178795
stubhub-1987643553,stubhub,3,406,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987643553,5,1644605522736
stubhub-1987643566,stubhub,12,234,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987643566,3,1644378381303
stubhub-1987657572,stubhub,5,439,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987657572,2,1644501911447
stubhub-1987677138,stubhub,6,231,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987677138,1,1644220371075
stubhub-1987685947,stubhub,2,205,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987685947,1,1644261066111
stubhub-1987686888,stubhub,2,433,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987686888,2,1644260140821
stubhub-1987686889,stubhub,11,227,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987686889,5,1644419598764
stubhub-1987686893,stubhub,4,208,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987686893,2,1644284512354
stubhub-1987687250,stubhub,1,315,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987687250,8,1644501911447
stubhub-1987687551,stubhub,7,124,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987687551,2,1644261991676
stubhub-1987692395,stubhub,12,311,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987692395,2,1644251810575
stubhub-1987693342,stubhub,11,114,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987693342,2,1644334470372
stubhub-1987693886,stubhub,2,546,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987693886,24,1644780868143
stubhub-1987696469,stubhub,15,215,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987696469,3,1644419598764
stubhub-1987701635,stubhub,15,511,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987701635,1,1644245287554
stubhub-1987702242,stubhub,1,225,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987702242,3,1644261991676
stubhub-1987703669,stubhub,4,208,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987703669,3,1644283581596
stubhub-1987723849,stubhub,8,202,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987723849,2,1644251810575
stubhub-1987728448,stubhub,19,526,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987728448,10,1644605522736
stubhub-1987740217,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987740217,2,1644248105402
stubhub-1987743072,stubhub,2,101,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987743072,2,1644376511294
stubhub-1987749168,stubhub,6,231,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987749168,1,1644255513407
stubhub-1987749757,stubhub,4,512,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987749757,4,1644338190908
stubhub-1987757440,stubhub,8,132,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987757440,3,1644338190908
stubhub-1987761484,stubhub,6,212,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987761484,3,1644261991676
stubhub-1987812298,stubhub,7,222,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987812298,1,1644248105402
stubhub-1987826241,stubhub,3,119,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987826241,1,1644250884922
stubhub-1987831668,stubhub,4,535,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987831668,2,1644792850854
stubhub-1987845952,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987845952,13,1644785651939
stubhub-1987867666,stubhub,10,113,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987867666,3,1644338190908
stubhub-1987867748,stubhub,10,129,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987867748,5,1644338190908
stubhub-1987883156,stubhub,15,511,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987883156,2,1644254589006
stubhub-1987889042,stubhub,4,411,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987889042,2,1644338190908
stubhub-1987894029,stubhub,19,519,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987894029,4,1644605522736
stubhub-1987894227,stubhub,8,308,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987894227,4,1644362543112
stubhub-1987895564,stubhub,7,522,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987895564,7,1644707767820
stubhub-1987898724,stubhub,12,127,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987898724,1,1644258289024
stubhub-1987903844,stubhub,18,536,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987903844,1,1644261991676
stubhub-1987910905,stubhub,12,516,https://www.stubhub.com/?byo=true&byo_qty=2&ticket_id=1987910905,1,1644261991676
